,Boat Type,Manufacturer,Type,Year Built,Price (EUR),Length,Width,Material,Number of views last 7 days,Location
569,Cabin Boat,Crownline power boats,"Used boat,Unleaded",1995,30000,8.13,2.5,GRP,677,Germany
570,"Classic,Sport Boat",Ilver power boats,"Used boat,Unleaded",1978,30000,7.8,2.67,GRP,313,Netherlands
571,Motor Yacht,Blohm + Voss power boats,"Used boat,Unleaded",1970,30000,10.0,3.25,GRP,324,Germany
573,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2001,30000,9.4,2.96,PVC,122,France
574,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2002,30000,9.0,3.0,GRP,234,Italy
575,Sport Boat,Slepsk power boats,"Used boat,Electric",2010,30000,5.87,2.32,GRP,144,Austria
576,Pontoon Boat,Acroplast power boats,"Used boat,Electric",2015,30000,7.8,2.5,GRP,137,France
577,Motor Yacht,Wellcraft power boats,"Used boat,Diesel",1991,30000,10.2,3.5,GRP,162,Italy
578,Cabin Boat,,"Used boat,Diesel",1989,30000,11.9,3.2,Steel,227,Germany
579,Trawler,Bayliner power boats,"Used boat,Unleaded",2009,29999,6.7,2.44,,811,TravemÃ¼nde
581,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1979,30900,10.0,3.5,GRP,167,Germany
587,Pilothouse,Scand power boats,"Used boat,Diesel",1992,33000,7.8,2.85,,320,Switzerland
588,Cabin Boat,Hollandia power boats,"Used boat,Diesel",1991,33000,10.3,3.3,Steel,576,Switzerland
589,Hardtop,Hardy Marine power boats,"Used boat,Diesel",1996,27995,8.38,3.2,PVC,131,Spain
590,Bowrider,Bayliner power boats,"new boat on order,Unleaded",2020,30699,5.7,2.26,GRP,136,Germany
594,Fishing Boat,FÃ¼llemann power boats,new boat from stock,2018,32730,6.03,1.9,GRP,164,Switzerland
596,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2001,32000,7.8,2.95,,208,Italy
598,Sport Boat,Bayliner power boats,"Used boat,Diesel",1995,32000,7.0,2.59,Carbon Fiber,150,Spain
599,Cabin Boat,Bella power boats,Used boat,2005,34500,6.5,2.42,GRP,535,Switzerland
600,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2000,31900,9.0,2.0,GRP,295,Croatia
602,Sport Boat,Cobalt power boats,"Used boat,Unleaded",1999,31900,7.62,2.59,GRP,146,Germany
603,Sport Boat,Larson power boats,"Used boat,Unleaded",2001,31900,6.7,2.5,Plastic,225,Germany
604,Bowrider,Galia power boats,"new boat from stock,Unleaded",2019,31830,5.2,2.1,GRP,166,Switzerland
605,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2002,29000,6.99,2.76,PVC,105,United
606,House Boat,,new boat from stock,2020,31800,12.5,4.2,Wood,290,Poland
607,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,34340,6.12,2.4,GRP,158,Switzerland
609,Sport Boat,Ilver power boats,"Used boat,Unleaded",1984,34000,10.8,3.1,GRP,280,Switzerland
610,Trawler,Pedro power boats,Used boat,1982,32500,8.6,2.8,Steel,146,Netherlands
612,Bowrider,Rinker power boats,"Used boat,Unleaded",2009,32500,6.4,2.49,,120,France
613,Cabin Boat,Coverline power boats,"Used boat,Diesel",2006,32500,7.6,2.5,GRP,175,Germany
616,Motor Yacht,,Used boat,1969,32500,9.4,3.1,Steel,106,Netherlands
617,Trawler,,Used boat,1980,32500,10.8,3.25,Steel,152,Netherlands
618,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1991,32500,9.95,2.74,GRP,396,Germany
619,Sport Boat,,"Used boat,Unleaded",1990,32500,8.85,2.9,GRP,314,Germany
620,Trawler,,Used boat,1977,32500,10.3,3.15,Steel,104,Netherlands
621,Motor Yacht,,Used boat,1909,32500,11.5,3.6,Steel,161,Netherlands
622,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2002,32500,8.76,3.0,PVC,212,Netherlands
623,Trawler,,"new boat from stock,Diesel",1980,32490,11.65,3.25,Steel,140,Germany
625,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2007,33000,7.3,2.55,PVC,113,Slovak
626,Flybridge,Fiart Mare power boats,"Used boat,Diesel",1989,33000,11.34,3.68,GRP,139,Italy
629,Sport Boat,Princess power boats,Used boat,1984,33000,9.28,3.36,,149,Italy
631,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,33000,7.62,2.56,GRP,165,Greece
633,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2012,33000,7.23,2.78,PVC,101,France
635,Center console boat,Ranieri power boats,"Used boat,Unleaded",2013,33000,8.05,2.5,PVC,107,France
636,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",2000,33000,9.1,2.9,GRP,118,Italy
637,"Sport Boat,Wakeboard/Wakesurf",MasterCraft power boats,"Used boat,Unleaded",2006,33000,6.1,2.5,Carbon Fiber,596,Poland
638,"Pilothouse,Sport Boat",Arvor power boats,"Used boat,Diesel",2012,33000,7.3,2.78,GRP,267,Stralsund
639,"Cabin Boat,Motor Yacht",Coverline power boats,"Used boat,Diesel",2004,33000,8.39,2.39,GRP,403,Austria
640,Sport Boat,Cranchi power boats,Used boat,2002,33000,8.5,3.0,GRP,187,Italy
644,Cabin Boat,Chaparral power boats,"Used boat,Diesel",1993,34000,9.2,3.0,GRP,166,Germany
647,Cabin Boat,Maxum power boats,"Used boat,Unleaded",2005,34000,7.92,2.59,GRP,284,Germany
649,Launch,,new boat from stock,2020,33950,7.1,2.5,,104,Germany
650,Sport Boat,Marinello power boats,new boat from stock,2015,33900,7.45,2.49,,130,Germany
651,Sport Boat,Rio power boats,"Used boat,Unleaded",2005,33900,7.9,2.55,GRP,248,Germany
652,Cabin Boat,Chaparral power boats,"Used boat,Unleaded",1997,33900,9.5,3.0,GRP,272,Germany
653,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",2004,33900,8.0,2.0,GRP,244,Croatia
654,Sport Boat,Rinker power boats,"Used boat,Unleaded",2000,33900,8.46,2.76,GRP,249,Germany
658,Sport Boat,Saver power boats,"Used boat,Unleaded",2006,34900,7.5,2.64,PVC,126,Spain
659,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",2002,34900,8.44,2.97,GRP,177,Germany
660,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,34900,7.45,2.5,GRP,301,Switzerland
661,Pontoon Boat,Faeton power boats,"Used boat,Unleaded",2006,34900,7.49,2.7,GRP,206,Italy
662,Sport Boat,Maxum power boats,"Used boat,Unleaded",1998,34900,9.0,3.0,GRP,158,Croatia
663,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2007,34900,7.0,2.0,PVC,103,Spain
664,Fishing Boat,Osprey power boats,new boat from stock,2000,34900,8.0,2.8,GRP,128,Netherlands
666,"House Boat,Motor Yacht",Pedro power boats,"Used boat,Diesel",1980,34900,11.7,3.5,Steel,353,Italy
667,Motor Yacht,,Used boat,1981,34900,13.0,2.5,Aluminium,215,Netherlands
668,Pilothouse,Jeanneau power boats,new boat from stock,2019,34828,6.4,2.45,GRP,220,Switzerland
669,Pontoon Boat,Saver power boats,"Display Model,Unleaded",2020,34800,7.75,2.55,GRP,295,Italy
670,Sport Boat,Crownline power boats,"Used boat,Diesel",1999,34800,7.0,2.6,GRP,172,Germany
671,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2004,35000,7.92,2.44,GRP,162,Spain
672,Sport Boat,Crownline power boats,Used boat,2009,35000,6.83,2.59,GRP,160,Italy
674,Motor Yacht,Sea Ray power boats,Used boat,1990,35000,9.3,3.2,GRP,158,Germany
681,Sport Boat,Cruisers Yachts power boats,"Used boat,Unleaded",1994,35000,9.7,3.2,GRP,128,Germany
683,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",1996,35000,9.69,3.07,GRP,199,Italy
684,Motor Yacht,Four Winns power boats,"Used boat,Unleaded",1992,35000,9.95,3.15,GRP,172,Netherlands
685,Trawler,Ten Broeke power boats,"Used boat,Diesel",1978,35000,9.5,3.0,,144,Austria
690,Sport Boat,Gropp power boats,"new boat from stock,Unleaded",2020,35400,6.9,1.78,Aluminium,106,Switzerland
691,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,35250,5.7,2.26,GRP,131,Germany
692,Pilothouse,Quicksilver power boats,"Used boat,Unleaded",2016,35200,5.75,2.54,PVC,114,France
695,Motor Yacht,Tullio Abbate power boats,"Used boat,Unleaded",1998,38000,11.5,2.85,GRP,355,Switzerland
696,Deck Boat,Harris FloteBote power boats,"Used boat,Unleaded",2007,38000,7.3,2.59,Aluminium,325,Switzerland
697,Sport Boat,Rinker power boats,"Used boat,Unleaded",2002,38000,7.16,2.59,GRP,486,Switzerland
698,Runabout,Boesch power boats,"Used boat,Unleaded",1992,38000,5.3,2.14,Wood,320,Switzerland
699,Sport Boat,Colombo power boats,"Used boat,Unleaded",2004,38000,6.94,2.27,GRP,915,Switzerland
702,Sport Boat,Bella power boats,new boat from stock,2019,37950,6.58,2.38,GRP,283,Switzerland
705,Motor Yacht,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2005,39000,8.04,2.89,GRP,294,Switzerland
706,Cabin Boat,Windy power boats,"Used boat,Unleaded",1992,39000,7.8,2.5,GRP,309,Switzerland
707,Pilothouse,AluForce power boats,new boat from stock,2020,36300,6.8,2.35,,103,Germany
709,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,39220,5.73,2.29,GRP,131,Switzerland
711,Sport Boat,KaasbÃ¸ll power boats,"Used boat,Unleaded",2009,36250,6.6,2.3,Aluminium,187,Germany
712,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,39170,6.02,2.34,GRP,269,Switzerland
715,Trawler,Escape Sloepen power boats,"new boat from stock,Electric",2018,39000,7.5,2.5,GRP,166,Switzerland
716,Cabin Boat,Nimbus power boats,"Used boat,Unleaded",1995,39000,6.65,2.42,Plastic,403,Switzerland
717,Cabin Boat,Lunde power boats,"Used boat,Diesel",1988,38950,7.15,2.63,GRP,312,Lake
718,Flybridge,Boston Whaler power boats,"Used boat,Unleaded",2000,36000,7.87,2.59,GRP,267,Italy
719,Bowrider,Nordkapp power boats,new boat from stock,2019,40459,6.06,2.2,GRP,172,Switzerland
720,Cabin Boat,Nimbus power boats,"Used boat,Unleaded",1996,40000,7.8,2.65,GRP,304,Switzerland
721,Motor Yacht,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,40290,6.74,2.55,GRP,194,Switzerland
722,Sport Boat,Scout Boats power boats,"Used boat,Unleaded",2012,39900,6.8,2.59,GRP,199,Lake
723,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,40040,5.94,2.4,GRP,144,Switzerland
724,Cabin Boat,,"Used boat,Diesel",2003,40000,7.15,2.95,Plastic,210,Switzerland
725,Pilothouse,AMT power boats,new boat from stock,2020,37000,6.4,2.4,GRP,109,Germany
726,Bowrider,Yamarin power boats,"Used boat,Unleaded",2017,37000,5.66,2.17,Aluminium,120,Germany
727,Pontoon Boat,Crownline power boats,"Used boat,Unleaded",2005,37000,8.1,2.55,GRP,404,Italy
728,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,37000,6.43,2.52,,102,France
729,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2009,37000,7.8,2.9,PVC,109,France
731,Launch,Cobalt power boats,"Used boat,Unleaded",2010,37000,7.3,2.0,,298,Spain
732,Sport Boat,Bavaria power boats,"Used boat,Unleaded",2003,37000,8.86,2.98,GRP,215,Italy
733,"Cabin Boat,Classic,Trawler",,Used boat,1926,37000,7.32,1.95,Wood,260,Germany
735,Sport Boat,Four Winns power boats,"Used boat,Unleaded",2006,38000,7.36,2.55,,172,France
736,Sport Boat,Larson power boats,"Used boat,Unleaded",2010,38000,7.62,2.47,,147,France
741,Pontoon Boat,Saver power boats,Used boat,2020,38000,7.75,2.55,GRP,131,Italy
743,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2004,38000,8.99,2.95,GRP,103,France
745,Classic,,"Used boat,Unleaded",2007,38000,6.5,1.8,Wood,184,Germany
746,Motor Yacht,,"Used boat,Diesel",2020,38000,11.8,3.25,Plastic,683,Split
747,Cabin Boat,Alfastreet Marine power boats,"Used boat,Electric",2014,38000,7.8,2.45,GRP,123,Austria
749,Pilothouse,Rhea power boats,"Used boat,Diesel",2004,38000,8.85,2.84,,175,Italy
751,Pontoon Boat,Italmar power boats,"Used boat,Unleaded",2017,38900,6.5,2.4,GRP,222,Italy
753,Cabin Boat,Biam power boats,"Used boat,Diesel",1995,38900,8.35,2.85,GRP,161,Netherlands
754,Bowrider,Saxdor power boats,"new boat on order,Unleaded",2020,38900,5.94,2.29,,113,Germany
755,Sport Boat,Princess power boats,"Used boat,Diesel",1991,38900,9.0,3.0,GRP,113,Croatia
756,"Classic,Runabout",Comitti power boats,"Used boat,Unleaded",1963,42000,5.3,1.9,Wood,133,Switzerland
758,Fishing Boat,Pegazus power boats,Used boat,2020,42000,5.6,2.54,,200,Switzerland
764,"Cabin Boat,Sport Boat",Chaparral power boats,"Used boat,Unleaded",1993,42000,8.5,2.75,Plastic,462,Switzerland
765,Sport Boat,Ilver power boats,"Used boat,Unleaded",2000,42000,9.0,2.93,GRP,620,Switzerland
766,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,42270,5.49,2.2,GRP,300,Switzerland
767,Pilothouse,Yamarin power boats,new boat from stock,2020,39000,6.05,2.32,Aluminium,164,Germany
768,Motor Yacht,Cranchi power boats,"Used boat,Unleaded",1994,39000,9.92,3.1,GRP,109,Italy
769,Pilothouse,,"Used boat,Diesel",2007,39000,8.6,2.56,GRP,107,France
770,Center console boat,,Used boat,2006,39000,11.0,2.34,GRP,111,Italy
772,Sport Boat,Riva power boats,"Used boat,Unleaded",1979,39000,11.68,3.88,GRP,251,Italy
773,Sport Boat,Rinker power boats,"Used boat,Gas",2008,39000,9.14,2.77,GRP,163,Italy
774,Cabin Boat,Amerglass power boats,"Used boat,Diesel",1974,39000,9.6,3.2,PVC,104,France
776,Center console boat,,"Used boat,Diesel",1992,39000,12.8,3.5,,104,Italy
778,Sport Boat,Cranchi power boats,"Used boat,Diesel",2005,39000,8.57,2.83,PVC,108,France
783,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1969,43000,6.1,2.16,Wood,517,Switzerland
784,Cabin Boat,Biam power boats,Used boat,1995,39750,8.35,2.85,GRP,144,Netherlands
787,Cabin Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,42800,6.5,2.43,GRP,183,Switzerland
788,Fishing Boat,Ocean Master (US) power boats,Used boat,1992,42800,9.24,3.1,GRP,359,Switzerland
789,Deck Boat,Karnic power boats,new boat from stock,2019,39590,7.8,2.45,,118,Italy
792,Sport Boat,Four Winns power boats,"Used boat,Unleaded",2004,39500,8.46,2.85,GRP,116,Italy
793,Motor Yacht,Maxum power boats,"Used boat,Unleaded",1999,39500,9.14,3.02,GRP,103,Croatia
795,Motor Yacht,Four Winns power boats,Used boat,2019,39999,6.1,2.54,GRP,126,Germany
799,Trawler,,Diesel,1979,39990,10.92,3.8,Steel,107,Germany
800,Trawler,,Diesel,1989,39990,11.0,3.25,Steel,155,Germany
801,Trawler,,Diesel,1988,39990,9.8,3.0,Steel,127,Germany
802,Sport Boat,,"new boat from stock,Unleaded",2020,39950,8.4,2.8,,155,Germany
805,Sport Boat,Fjord power boats,"Used boat,Diesel",1992,39900,9.0,3.0,GRP,220,Croatia
806,Offshore Boat,Formula power boats,"Used boat,Diesel",1992,39900,8.3,2.5,GRP,222,Germany
807,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2001,39900,8.38,2.85,GRP,372,Germany
808,Motor Yacht,Draco power boats,"Used boat,Unleaded",1993,39900,10.85,3.85,GRP,213,Germany
809,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,40999,7.76,2.85,GRP,208,Germany
811,Sport Boat,Scarani power boats,Used boat,2005,40800,8.8,3.0,GRP,293,Switzerland
813,Pilothouse,AMT power boats,Display Model,2017,43990,5.5,2.24,GRP,181,Switzerland
819,Pilothouse,Rhea power boats,"Used boat,Diesel",1999,40500,8.45,2.8,PVC,118,France
821,Bowrider,B2 Marine power boats,"new boat from stock,Unleaded",2020,40410,5.7,2.15,GRP,114,Germany
825,Flybridge,Sealine power boats,"Used boat,Diesel",1996,41900,10.0,3.0,GRP,251,Croatia
828,Pilothouse,Coaster power boats,"Used boat,Unleaded",2018,41900,5.9,2.5,GRP,155,Germany
832,Center console boat,Karnic power boats,new boat from stock,2020,41890,6.7,2.45,,104,Germany
833,Passenger boat,Fibramar power boats,new boat from stock,2020,41884,8.0,3.0,PVC,144,Portugal
834,Sport Boat,Clear power boats,new boat from stock,2013,44900,6.15,2.27,,168,Switzerland
837,"Classic,Runabout",Riva power boats,Used boat,1969,45000,5.7,2.16,Wood,546,Switzerland
838,Trawler,Biam power boats,"Used boat,Unleaded",1993,45000,7.76,3.07,GRP,289,Switzerland
839,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",1999,45000,7.47,2.5,GRP,308,Switzerland
841,Motor Yacht,,"Used boat,Diesel",1979,42500,12.5,3.5,PVC,192,Netherlands
843,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,42499,7.88,2.55,GRP,176,Germany
844,Bowrider,Glastron power boats,"Used boat,Unleaded",2018,45900,6.2,2.55,GRP,246,Switzerland
846,Deck Boat,Sessa power boats,new boat from stock,2020,42300,7.0,2.5,GRP,200,Italy
847,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",2003,42300,8.2,2.57,GRP,491,Germany
848,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,45700,5.73,2.29,GRP,257,Switzerland
852,Sport Boat,Karnic power boats,"new boat from stock,Unleaded",2020,46517,7.15,2.45,GRP,222,Switzerland
853,Bowrider,Rinker power boats,"Used boat,Unleaded",2017,46500,6.88,2.49,,423,Switzerland
854,Flybridge,Guy Couach power boats,"Used boat,Diesel",1976,43000,12.0,3.84,GRP,102,Portugal
855,Sport Boat,Regal power boats,"Used boat,Unleaded",2013,43000,6.7,2.5,GRP,621,Belgium
857,Motor Yacht,Fjord power boats,"Used boat,Diesel",1989,43000,9.85,3.05,GRP,140,Italy
858,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2008,43000,8.95,2.95,GRP,154,Croatia
862,Fishing Boat,Jeanneau power boats,"Used boat,Diesel",2004,43000,9.76,3.16,,197,France
864,Motor Yacht,Airon Marine power boats,Used boat,2002,43000,9.68,3.02,PVC,161,France
866,Cabin Boat,Myabca power boats,"Used boat,Diesel",1987,43000,8.95,3.5,GRP,142,Spain
867,Motor Yacht,Bayliner power boats,"Used boat,Diesel",1999,43000,10.2,3.41,GRP,704,Croatia
869,Motor Yacht,Faeton power boats,"Used boat,Diesel",2003,44000,9.83,3.36,PVC,126,Spain
875,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2004,44000,9.18,3.1,PVC,103,France
876,Pontoon Boat,Saver power boats,Used boat,2020,44000,9.0,2.72,GRP,167,Italy
877,Sport Boat,Aquador power boats,Used boat,2004,44000,7.7,2.85,,168,Finland
881,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2016,47500,6.55,2.55,,280,Switzerland
885,Cabin Boat,Allegra power boats,"Used boat,Unleaded",2017,44900,6.35,2.45,GRP,112,Germany
886,Sport Boat,Faeton power boats,"Used boat,Unleaded",2007,44900,9.15,2.9,PVC,123,Spain
888,Motor Yacht,Eurocrown power boats,"Used boat,Unleaded",2005,44900,8.13,2.59,GRP,111,Germany
893,"Passenger boat,Working Boat",,"Used boat,Unleaded",2010,48500,9.0,2.2,Aluminium,231,Switzerland
896,Trawler,,Used boat,1910,44800,14.5,3.6,Steel,118,Netherlands
897,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2005,44800,9.5,3.0,,102,Spain
900,"Classic,Runabout",Riva power boats,"Used boat,Unleaded",1962,45000,6.1,1.98,Wood,245,Italy
905,Bowrider,Cobalt power boats,"Used boat,Unleaded",2015,45000,8.12,2.59,,118,Spain
906,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2014,45000,8.58,2.69,,131,Spain
907,Motor Yacht,Altena power boats,"Used boat,Diesel",1984,45000,11.4,3.4,Steel,124,Germany
910,Passenger boat,Invictus power boats,new boat from stock,2019,45000,7.25,2.5,GRP,170,Switzerland
912,"Wakeboard/Wakesurf,Water ski",Axis power boats,"Used boat,Unleaded",2015,45000,6.1,2.5,Carbon Fiber,216,Poland
915,House Boat,,"Used boat,Diesel",1938,49000,13.0,3.0,Steel,475,France
916,Fishing Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,48900,5.75,2.54,GRP,202,Switzerland
917,Motor Yacht,Doral power boats,"Used boat,Unleaded",2000,48500,7.66,2.61,GRP,575,Switzerland
918,"Classic,Sport Boat,Water ski",Chris Craft power boats,"Used boat,Unleaded",2006,48500,6.0,2.45,GRP,503,Switzerland
919,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,48790,6.45,2.5,GRP,123,Switzerland
922,Motor Yacht,Cranchi power boats,"Used boat,Unleaded",1994,45000,9.92,3.1,GRP,119,Italy
923,Motor Yacht,Fairline power boats,Used boat,1996,45000,9.86,3.24,GRP,281,Croatia
924,Flybridge,Regal power boats,"Used boat,Unleaded",2009,45000,8.0,2.0,GRP,179,Croatia
925,Motor Yacht,Regal power boats,"Used boat,Diesel",1990,45000,11.0,4.0,GRP,162,Croatia
927,Sport Boat,Riva power boats,"Used boat,Unleaded",1982,45000,9.5,2.71,GRP,270,Italy
928,Center console boat,Four Winns power boats,"Used boat,Diesel",2001,45000,8.54,3.2,GRP,138,Italy
929,Cabin Boat,Selva power boats,"Used boat,Unleaded",2017,49990,6.98,2.53,GRP,252,Switzerland
930,Fishing Boat,EdgeWater power boats,"new boat on order,Unleaded",2020,49968,5.7,2.3,GRP,201,Switzerland
932,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1989,49900,5.3,2.12,Wood,363,Switzerland
933,Cabin Boat,Selection Boats power boats,"new boat from stock,Unleaded",2018,49900,5.7,2.5,GRP,209,Switzerland
934,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",2015,49900,6.64,2.55,GRP,387,Switzerland
936,Bowrider,Campion power boats,"new boat from stock,Unleaded",2020,49900,6.1,2.34,GRP,234,Switzerland
937,Offshore Boat,Tullio Abbate power boats,"Used boat,Unleaded",1985,49900,10.8,2.6,GRP,810,Switzerland
940,Motor Yacht,Monterey power boats,"Used boat,Unleaded",2005,46000,8.8,2.8,GRP,207,Spain
942,Motor Yacht,Azimut power boats,"Used boat,Diesel",1989,46000,11.02,3.96,GRP,110,Italy
